RowID,Page#,Paragraph#,keywords,Paragraph_text
55,55,1,"cela, la mouture, Les paniers-filtres, si, de café, 55 PRÉCHAUFFAGE Réchauffer les tasses, les verres Une tasse chaude permet de maintenir la  température optimale, du café","55 PRÉCHAUFFAGE Réchauffer les tasses ou les verres Une tasse chaude permet de maintenir la  température optimale du café. Préchauffez  votre tasse en la rinçant à l’eau chaude à même  la sortie d’eau chaude de la machine, et placez- la sur le chauffe-tasse. Réchauffer le porte-filtre et le   panier-filtre Un porte-filtre et un panier-filtre froids peuvent  réduire considérablement la température  d’extraction et affecter la qualité de votre  espresso. Assurez-vous de toujours préchauffer  le porte-filtre et le panier-filtre à même la sortie  d’eau chaude de la machine avant l’usage  initial. NOTE Essuyez toujours le porte-filtre et le panier-filtre  avant d’ajouter la mouture, car l’humidité pour  causer la formation de ‘chenal’, c.-à-d. que l’eau  contourne la mouture durant l’extraction. SÉLECTIONNER LE PANIER-FILTRE Paniers-filtres à simple paroi Utilisez les paniers-filtres à simple paroi   si vous moulez des grains de café frais. Les paniers-filtres à simple paroi vous  permettent d’expérimenter diverses moutures,  quantités et tassages afin d’obtenir un espresso  plus équilibrése and tamp to create a more  balanced espresso. 1 TASSE 2 TASSES Paniers-filtres à double paroi Utilisez des paniers-filtres à double paroi   si vous utilisez du café prémoulu. Les paniers-filtres à double paroi régularisent la  pression et contribuent à optimiser l’extraction,  peu importe la mouture, la quantité, la pression  de tassage ou la fraîcheur. 1 TASSE 2 TASSES NOTE Peu importe si vous utilisez les paniers-filtres  à simple ou double paroi, utilisez le panier de  1 TASSE pour infuser un espresso simple et  celui de 2 TASSES pour infuser deux tasses ou  un espresso simple plus fort ou un gobelet.     Si vous interchanger le panier 1 tasse avec le  panier 2 tasses, vous allez devoir ajuster la dose  et la grosseur de la mouture et vice versa. Les paniers-filtres fournis sont conçus pour: Panier de 1 TASSE = environ 8–10 g.   Si vous utilisez du café prémoulu, cela  représente environ 2 mesures de café rases  (cuiller fournie). Panier de 2 TASSES = environ 15–18 g.   Si vous utilisez du café prémoulu, cela  représente environ 3 mesures de café rases  (cuiller fournie). Par contre, si vous utilisez du café fraîchement  moulu, cela représente environ 4 mesures de  café rases (cuiller fournie). Cela s’explique par  le fait que le café prémoulu est souvent plus  grossier et, de ce fait, plus volumineux que le  café moulu plus finement."
56,56,1,"page, Il, Vous devrez peut-être, à mettre dans, de mouture, requis pour, lorsque vous utilisez  une mouture pour espresso, le  panier-filtre","56 NOTE Vous devrez peut-être vérifier la quantité de  café à mettre dans le panier-filtre ou le temps  de mouture requis pour obtenir le dosage  adéquat. Par exemple, lorsque vous utilisez  une mouture pour espresso plus fine avec le  panier-filtre à simple paroi, vous pourriez avoir  à augmenter la quantité de mouture pour vous  assurer du bon dosage dans le panier-filtre. LA MOUTURE Si vous moulez des grains de café, la grosseur  de la mouture doit être fine, mais pas trop. La  grosseur de la mouture affectera le débit d’eau  la traversant dans le panier-filtre et le goût de  l’espresso. Si la mouture est trop fine (ressemble à de  la poudre et a une texture de farine lorsque  pressée entre vos doigts), l’eau ne la traversera  pas, même sous pression. Il en résultera un  espresso SUREXTRAIT, de couleur foncée et à  saveur amère. Si la mouture est trop grossière, l’eau la  traversera trop rapidement dans le panier-filtre.  Il en résultera un espresso SOUS-EXTRAIT et  manquant de couleur et de saveur. DOSAGE ET TASSAGE DU CAFÉ Suivez les instructions pour: 1.	 Régler la grosseur de mouture, page 48. 2.	 Régler la quantité de mouture, page 48. 3.	 Sélectionner le format de filtre, page 48. 4.	 Dosage automatique ou manuel,   page 48-49. 5.	 Tassage de la mouture, page 49. 6.	 Égaliser la mouture, page 49. VIDANGER LA TÊTE D’INFUSION Avant de placer le porte-filtre dans la tête  d’infusion, faites passer un peu d’eau dans la  tête d’infusion en pressant la touche 1 TASSE.  Cela éliminera tout résidu de café de la tête  d’infusion et stabilisera la température avant  l’extraction. INSÉRER LE PORTE-FILTRE Placez le porte-filtre sous la tête d’infusion, de  sorte que la poignée soit alignée sur l’inscrip- tion INSERT. Insérez le porte-filtre dans la tête  d’infusion et tournez la poignée vers le centre  jusqu’à ce que vous sentiez une résistance. EXTRAIRE L’ESPRESSO •	 Placez une ou des tasses préchauffées sous le  porte-filtre et pressez les touches 1 TASSE ou  2 TASSES, selon le volume désiré.  •	 En raison du temps de préinfusion, l’espresso  ne coulera pas immédiatement.  •	 À titre indicatif, l’espresso s’écoulera après  4–7 secondes (temps d’infusion) et devrait  avoir la consistance du miel liquide.  •	 Si l’espresso s’écoule en moins de   3 secondes, c’est que le dosage dans le panier- filtre n’est pas suffisant et/ou que la mouture  est trop grossière. Il s’agit là d’un expresso  SOUS-EXTRAIT.  •	 Si l’espresso coule goutte à goutte sans débit  continuel après 8 secondes, c’est que le  dosage dans le panier-filtre est excédentaire  et/ou que la mouture est trop fine. Il s’agit là  d’un expresso SUREXTRAIT. Un excellent espresso se veut le parfait équili- bre de douceur, d’acidité et d’amertume. La  saveur de votre café dépendra de nombreux  facteurs, dont le type de grains de café, le degré  de torréfaction, la fraîcheur, la grosseur ou la  finesse de la mouture, le dosage de café moulu  et la pression de tassage. Faites-en l’expérience en ajustant tous ces fac- teurs un à un pour atteindre le goût que vous  préférez (voir le Guide d’extraction en page 58)."
57,57,1,"le lait, 57 MOUSSER LE LAIT Le moussage, du lait se fait en deux étapes, première, étant d’aérer, et la seconde, pour le rendre, Ces deux opérations","57 MOUSSER LE LAIT Le moussage du lait se fait en deux étapes,  la première étant d’aérer le lait et la seconde,  de le faire tourbillonner pour le rendre lisse et  soyeux. Ces deux opérations se font simultané- ment.  •	 Utilisez toujours du lait frais et froid. •	 Remplissez le pichet jusque sous le   “V’’ au bas du bec verseur.  •	 Positionnez l’embout de la buse vapeur  au-dessus du plateau d’égouttement  et tournez le cadran de VAPEUR/EAU  CHAUDE à la position VAPEUR. Le voyant  lumineux de vapeur/eau chaude clignotera  pour indiquer que la machine se réchauffe  pour produire de la vapeur. Pendant ce  temps, un peu d’eau condensée pourrait  s’écouler de la buse vapeur, ce qui est normal.  Lorsque le voyant lumineux de VAPEUR/ EAU CHAUDE cessera de clignoter, la buse  vapeur sera prête à fonctionner. NOTE Lorsque la machine produit de la vapeur, un  son de pompage se fait entendre. Il s’agit du  fonctionnement normal de la pompe italienne  de 15 bars. •	 Avant d’insérer la buse dans le lait, faites une  pause de vapeur en remettant le cadran à la  position d’attente (STANDBY). En dedans  de 8 secondes, insérez l’embout de la buse  vapeur 1–2 cm (¼-¾’’) sous la surface du lait,  près du côté droit du pichet, à la position  de 3 h, et tournez rapidement le cadran à la  position VAPEUR. Une pause de la vapeur  empêchera le lait d’éclabousser hors du  pichet (cette fonction de pause ne dure que 8  secondes). •	 Gardez l’embout sous la surface du lait  jusqu’à ce que le lait tourne en sens horaire,  produisant un vortex (effet tourbillon).  •	 Pendant que le lait tourbillonne, abaissez  lentement le pichet, de façon à ce que  l’embout de la buse vapeur remonte à la  surface du lait et commence à l’aérer. Vous  devrez peut-être frôler la surface du lait avec  l’embout pour accélérer le tourbillon du lait.  •	 Gardez l’embout à la surface du lait, ou  juste un peu au-dessous, en continuant de  maintenir le vortex. Faites mousser le lait  pour obtenir le volume requis. •	 Soulevez le pichet pour abaisser l’embout  sous la surface du lait, en maintenant le  vortex. Le lait atteindra la bonne température  (140–149°F / 60–65°C) lorsque le pichet sera  très chaud au toucher. •	 Arrêtez la vapeur AVANT de sortir l’embout  du lait. •	 Retirez le pichet. Essuyez immédiatement  la buse vapeur à l’aide d’un chiffon humide.  Puis dirigez l’embout de la buse vapeur  au-dessus du plateau d’égouttement et  faites-y passer brièvement la vapeur. Cela  dégagera les résidus de lait laissés dans la  buse vapeur. •	 Tapotez le pichet sur le comptoir pour  éliminer les bulles dans le lait. •	 Agitez le pichet pour ‘polir’ et uniformiser la  texture.  •	 Versez le lait directement dans l’espresso. •	 Le truc est d’agir rapidement avant que le lait  ne se sépare. TRUCS & ASTUCES •	 Des grains de café frais de qualité  procureront une extraction optimale. •	 Nous recommandons d’utiliser des grains  de qualité 100% Arabica avec une ‘Date de  torréfaction’ estampillée sur l’emballage, et  non une ‘Date de péremption’ ou ‘Date limite  d’utilisation’. •	 Les grains de café sont meilleurs s’ils sont  utilisés entre 5-20 jours de la ‘Date de  torréfaction’. Il est préférable de moudre les  grains immédiatement avant l’extraction  pour maximiser leur saveur. •	 Achetez des grains de café par petites  quantités afin de réduire le temps de garde. •	 Gardez les grains de café dans un contenant  frais, foncé et sec, et sous vide, si possible."
58,58,1,"30–40 lb de  pression, Le haut du  rebord métallique, du  bourroir, doit être, haut du  panier, filtre, APRÈS le  tassage, au bon niveau, l'outil Rasor MC","58 GUIDE D’EXTRACTION À l'intérieur de la  zone d'espresso Sous la  zone d'espresso SOLUTIONS SOLUTIONS Tasser avec 30–40 lb de  pression. Le haut du  rebord métallique du  bourroir doit être aligné  avec le haut du  panier–filtre, APRÈS le  tassage. Araser la  mouture au bon niveau  avec l'outil Rasor MC. Ajuster & reprendre Au–delà de la  zone d'espresso LOCK INSERT • Le débit commence après 4–7 secondes • L'écoulement est lent comme du  miel chaud • La crema est brun doré et  légèrement mousseuse • L'espresso est brun foncé • L'extraction dure 25–35 secondes • Le débit commence après 1–3 secondes • L'écoulement est fluide comme de l'eau • La crema est mince et pâle • L'espresso est brun pâle • Le goût est amer/fort, fade et aqueux  • L'extraction dure 20 secondes ou moins • Le débit commence après 8 secondes • Le café déborde ou ne coule pas du tout • La crema est foncée et tachetée • L'espresso est brun très foncé • Le goût est amer et brûlé • L'extraction dure plus de 40 secondes RETIRER LA  MOUTURE USÉE La mouture usée  formera une 'rondelle'  sèche. Si elle est  mouillée, voir la section  'Sous–extraction'. RINCER LE  PANIER–FILTRE Garder le panier–filtre  propre pour éviter qu'il  ne se bloque. Avec le  panier–filtre vide,  verrouiller le porte–filtre  en place et faire couler  l'eau chaude.  APRÈS L'EXTRACTION TASSER JUSQU'À LA LIGNE  MOUTURE PLUS FINE  AUGMENTER LA QUANTITÉ DE MOUTURE Ajuster & reprendre Ajuster & reprendre MOUTURE PLUS GROSSIÈRE DIMINUER LA QUANTITÉ DE MOUTURE Ajuster & reprendre BONNE EXTRACTION SOUS–EXTRACTION   SUREXTRACTION Ajuster & reprendre Tasser avec 30–40 lb de  pression. Le haut du  rebord métallique du  bourroir doit être aligné  avec le haut du  panier–filtre, APRÈS le  tassage. Araser la  mouture au bon niveau  avec l'outil Rasor MC. TASSER JUSQU'À LA LIGNE Ajuster & reprendre TURN TURN TURN OPTIMALE 8-10g (1 TASSE)  15-18g (2 TASSES) 25-35 SEC ÉQUILIBRÉ MOUTURE TASSAGE DOSAGE DURÉE  TROP  FINE TROP FORT PLUS  DE 40 SEC SUREXTRAIT AMER • ASTRINGENT TROP FAIBLE MOINS  DE 20 SEC SOUS-DÉVELOPPÉ  • SUR SOUS-EXTRAIT 30-40 lb (15-20 kg) TROP  GROSSIÈRE TROP ARASER AVEC  LE RASOIR TROP PEU AUGMENTER LA DOSE &  ARASER AVEC LE RASOIR"
59,59,1,"O, la, place, 59 POWER FILTER SIZE GRIND AMOUNT POWER FILTER SIZE GRIND AMOUNT POWER FILTER SIZE GRIND AMOUNT, trémie, 1 2 3 4 5 6 8 7 9 10 11 12 SINGLE DOUBLE, 14 15 FI, A R S E FI N E             C O","59 POWER FILTER SIZE GRIND AMOUNT POWER FILTER SIZE GRIND AMOUNT POWER FILTER SIZE GRIND AMOUNT 13 Retirez la trémie Déverrouillez  la trémie 1 2 3 4 5 6 8 7 9 10 11 12 SINGLE DOUBLE PUSH 14 15 FI N E             C O A R S E FI N E             C O A R S E                 4           5           6           7           8       FI N E                 C O A R S E FI N E                 C O A R S E AIR TIGHT CONTAINER Tenez la trémie au-dessus du  contenant & tournez le cadran pour  distribuer les grains Alignez la trémie  bien en place Faites fonctionner  pour videz la  trémie Retirez la meule  supérieure Verrouillez la  meule supérieure Réinsérez la  poignée en métal  de chaque côté Alignez le chiffre  avec l'ouverture  de la poignée Réglez la meule 1  chiffre, plus  grossier ou fin Retirez la poignée  en métal de  chaque côté Vérifiez votre  extraction Tournez pour  verrouiller Enfoncez la meule  supérieure en  place Alignez la trémie  en place RÉGLAGE DES MEULES CONIQUES Certains type de café peuvent nécessiter une plus grande variété de mouture pour obtenir une  extraction ou une infusion idéale.  Une des fonctions de la Barista Express est de pouvoir élargir  cette variété grâce à la meule supérieure réglable.  Nous recommandons d'effectuer un seul  réglage à la fois."
60,60,1,"réservoir, du filtre, 5 minutes, 60 Entretien &  nettoyage REMPLACER LE FILTRE À EAU  Rincez le filtre & la mèche Faites tremper le filtre, le réservoir, 5 Réglez la date, à 2 mois 4 6 REPLACEMENT DUE Le filtre, à eau fourni aide","60 Entretien &  nettoyage REMPLACER LE FILTRE À EAU  Rincez le filtre & la mèche Faites tremper le filtre 5 min 1 2 Placez le filtre dans  le support du filtre 3 Insérez et verrouillez le réservoir Insérez le filtre dans  le réservoir 5 Réglez la date à 2 mois 4 6 REPLACEMENT DUE Le filtre à eau fourni aide à prévenir  l’accumulation de tartre sur plusieurs des  composantes internes. Si vous remplacez le filtre  à eau tous les deux mois, vous réduirez ainsi le  besoin de détartrer la machine. Si vous habitez une région où l’eau est dure, nous  vous recommandons de changer le filtre à eau  plus fréquemment. •	 Retirez le nouveau filtre du sac de plastique. •	 Faites tremper le nouveau filtre dans une tasse  d’eau 5 minutes, puis rincez sous l’eau courante. •	 Lavez le support du filtre à l’eau froide, en  prenant soin de bien rincer la mèche en acier  inoxydable. •	 Insérez le nouveau filtre à eau dans les deux  parties du support du filtre. •	 Réglez la date à 2 mois plus tard. •	 Pour installer le support à filtre dûment  assemblé dans le réservoir, alignez la base du  support du filtre avec l’adaptateur à l’intérieur  du réservoir. Appuyez pour bien l’enclencher. •	 Glissez le réservoir en place au fond de la  machine en vous assurant de bien le pousser  vers l’arrière pour qu’il s’enclenche. Retirez le filtre à eau si vous utilisez de l’eau  filtrée ou embouteillée. NOTE Pour vous procurer des filtres à eau, contactez le  Soutien aux consommateurs de Breville. CYCLE DE NETTOYAGE Le voyant CLEAN / DESCALE s’illumine  lorsqu’un cycle de nettoyage est requis. Il s’agit  d’un cycle de rétrolavage et n’a rien à voir avec  le détartrage.  1.	 Insérez le panier-filtre de 1 TASSE dans le  porte-filtre, ajoutez-y le disque de nettoyage  puis une pastille de nettoyage. 2.	 Verrouillez le porte-filtre dans la tête  d’infusion et placez un grand contenant  sous les becs du porte-filtre. 3.	 Assurez-vous que le réservoir est rempli  d’eau froide et que le plateau d’égouttement  est vide. 4.	 Enfoncez la touche MARCHE/ARRÊT pour  éteindre la machine. 5.	 Pressez simultanément les touches  1 TASSE et 2 TASSES, puis pressez la  touche MARCHE/ARRÊT. Tenez les  3 touches enfoncées simultanément  environ 10 secondes.  6.	 Le cycle de nettoyage débutera et durera  environ 5 minutes. Pendant ce temps, l’eau  coulera par intermittence des becs du porte- filtre. Une fois terminé, 3 bips se feront  entendre. 7.	 Retirez le porte-filtre et vérifiez si la pastille  est complètement dissoute. Dans le cas  contraire, répétez l’opération jusqu’à ce que  la pastille soit dissoute."
61,61,1,"continu, la touche, Détartrer, direction, 61 DÉTARTRAGE À la suite d'une utilisation régulière, l'eau, causer une accumulation de calcaire à  l'intérieur, et sur de nombreux composants","61 DÉTARTRAGE À la suite d'une utilisation régulière, l'eau dure  peut causer une accumulation de calcaire à  l'intérieur et sur de nombreux composants  internes de l'appareil. Cela réduira d'autant le  débit et la température d'infusion de même que  le rendement de la machine tout en affectant le  goût de l'espresso. Nous vous recommandons de procéder au  détartrage tel que décrit ci-dessous lorsque le  voyant NETTOYER/DÉTARTRER (CLEAN/ DESCALE) est illuminé en continu.  Lorsque l'indicateur NETTOYER/ DÉTARTRER (CLEAN/DESCALE) clignote,  reportez-vous au CYCLE DE NETTOYAGE en  page 60.  Vérifier si le détartrage est nécessaire 1.	 Si le voyant NETTOYER/DÉTARTRER  (CLEAN/DESCALE) s'allume en continu,  un détartrage est nécessaire. AVERTISSEMENT N'immergez pas le cordon d'alimentation,  la fiche ou l'appareil dans l'eau ou tout autre  liquide. Le réservoir d'eau ne doit jamais  être retiré ou vidé complètement durant le  détartrage.  Préparer la machine pour la  fonction de détartrage 2.	 Faites dissoudre un sachet de poudre de  détartrage Breville dans 1 L (34 oz) d'eau,  puis remplissez le réservoir d'eau. 3.	 Appuyez et maintenez enfoncée la touche  2 TASSES, puis simultanément, appuyez et  maintenez enfoncée la touche MARCHE  pour entrer en mode de détartrage.  La machine se réchauffera, amorçant  le processus de détartrage. Durant ce  processus, la touche MARCHE clignotera  en continu. La machine indiquera qu'elle est  prête pour le détartrage lorsque les touches  MARCHE et 1 TASSE et les voyants  NETTOYER/DÉTARTRER (CLEAN/ DESCALE) et EAU CHAUDE/VAPEUR  seront allumés en continu. Détartrer les composants du groupe café 4.	 Appuyez sur la touche 1 TASSE pour amorcer  le détartrage des composants du groupe café.  Cela prendra environ 25 secondes. La touche 1  TASSE clignotera, puis s'allumera en continu,  une fois le processus de détartrage terminé.  Pour mettre fin au détartrage à l'intérieur de  25 secondes, appuyez à nouveau sur la touche  1 TASSSE. Détartrer les composants des  sorties vapeur et eau chaude Détartrer la sortie vapeur et la sortie eau chaude  prendra environ 13 secondes et 8 secondes.  Pour  mettre fin au détartrage tourner le cadrant vapeur  en direction VEILLE (Standby). 5.	 Détartrez les composants de la sortie vapeur  en tournant le cadran de vapeur vers la  DROITE en direction de l'icône  . 6.	 Détartrer les composants de la sortie eau  chaude en tournant le cadran de vapeur vers la  GAUCHE en direction de l’icône  . Répéter l'opération pour compléter le détartrage 7.	 Une fois le processus de détartrage terminé, il  restera environ (0,5 L / 17 oz) de solution dans  le réservoir d'eau. 8.	 Répétez les étapes 4-6 ci-dessus pour  compléter le détartrage et vider le réservoir de  la solution restante. Rincer le réservoir de la solution de détartrage 9.	 Une fois le détartrage complété, retirez  le réservoir et rincez-le soigneusement.  Remplissez-le d'eau froide jusqu'au maximum  (2 L / 68 oz) et répétez les étapes 4-6 pour  nettoyer à fond la machine et éliminer tout  résidu de solution de détartrage. 10.	Pour quitter le mode de détartrage, appuyez  sur la touche MARCHE. Les voyants lumineux  DEL s'éteindront. NOTE La machine s'éteindra automatiquement si  aucune action n'est effectuée dans un délai de 5  minutes en mode de détartrage. Pour réactiver le  détartrage, veuillez reprendre à l'étape 3."
62,62,1,"la, la brosse, inférieure, supérieure, la GROSSEUR DE MOUTURE, FLAT WASHER, 62 NETTOYAGE DU MOULIN À MEULES CONIQUES, Ce cycle de nettoyage supprime l’accumulation d’huile qui peut","62 NETTOYAGE DU MOULIN À MEULES CONIQUES Ce cycle de nettoyage supprime l’accumulation d’huile qui peut entraver le bon fonctionnement  des meules. Vider la trémie Replacer la trémie Verrouiller la trémie Faire fonctionner le moulin sans café Déverrouiller la trémie Déverrouiller la trémie 1 2 3 4 5 SINGLE DOUBLE PUSH 6 Retirer la meule supérieure Nettoyer la meule  supérieure avec la brosse Nettoyer la meule inférieure avec la brosse Nettoyer la goulotte avec la brosse Déverrouiller la meule  supérieure 8 9 10 11 12 L O C K A L I G N SINGLE DOUBLE PUSH TO GRIND Retirer la trémie 7 POWER FILTER SIZE GRIND AMOUNT POWER FILTER SIZE GRIND AMOUNT Régler la GROSSEUR DE MOUTURE à '1' (très fine) Avec une douille de 10mm désserrer l'écrou seulement  en tournant vers la droite Régler la GROSSEUR DE MOUTURE à '16'  (très grossière) Déverrouiller et retirer la  meule supérieure Retirer l'écrou et les 2 ron- delles. Retirer délicatement  la meule inférieure Retirer la trémie 1 2 3 4 5 6 Nettoyer la goulotte avec la brosse Insérer les rondelles et la roue avec des  pinces à long bec Insérer la buse inférieure en l'alignant. Insérer les rondelles plate et à ressort Tourner en sens anti-horaire pour resserrer l'écrou Débloquer la sortie de  mouture avec la brosse ou un cure-pipe 8 9 10 11 12 Insérer et verrouiller la  meule supérieure 13 Régler le FORMAT DE MOUTURE à '5'. Replacer et verrouiller la trémie 14 SINGLE DOUBLE PUSH TO GRIND Retirer la roue et les  rondelles avec des pinces à long bec 7 POWER FILTER SIZE GRIND AMOUNT GRIND SIZE LOOSEN NUT TIGHTEN NUT GRIND SIZE SPRING WASHER FLAT WASHER GRIND SIZE 1. GRIND FAN 2. METAL WASHER  3. FELT WASHER  3 2 1 1. FELT WASHER  2. METAL WASHER  3. GRIND FAN  1 2 3 SPRING WASHER FLAT WASHER NETTOYAGE EN PROFONDEUR DU MOULIN À MEULES CONIQUES Cette étape n’est requise que s’il y a blocage entre les meules et la sortie de la mouture.  ATTENTION Soyez prudent lorsque vous manipulez  les meules, car elles sont extrêmement  tranchantes."
63,63,1,"chiffons, VAPEUR, un chiffon doux, N’utilisez pas de nettoyants, tampons, NETTOYER LA, Essuyez la, un  chiffon humide","63 NETTOYER LA BUSE VAPEUR •	 La buse vapeur doit être nettoyée après  chaque moussage. Essuyez la buse avec un  chiffon humide. Puis, avec l’embout de la  buse dirigé sur le plateau d’égouttement,  tournez brièvement le cadran de VAPEUR/ EAU CHAUDE à la position VAPEUR. Cela  dégagera la buse de tout résidu de lait. •	 Si un ou des orifices de l’embout de la buse  vapeur sont bouchés, assurez-vous que le  cadran VAPEUR/EAU CHAUDE est en  position d’attente (STANDBY). Enfoncez  la touche MARCHE/ARRÊT pour éteindre  la machine et laissez-la refroidir. À l’aide de  la tige à l’extrémité de l’outil de nettoyage,  débloquez le ou les trous. •	 Si la buse vapeur demeure bloquée, retirez  l’embout à l’aide de la clé intégrée à l’outil  de nettoyage et faites-le tremper dans l’eau  chaude. Utilisez la tige à l’extrémité de l’outil  de nettoyage pour débloquer le ou les trous  avant d’assembler l’embout à la buse vapeur. NETTOYER LES PANIERS-FILTRES   ET LE PORTE-FILTRE •	 Les paniers-filtres et le porte-filtre doivent  être rincés sous l’eau chaude immédiatement  après usage, afin d’en dégager tout résidu  d’huile de café. •	 Si un ou des trous du porte-filtre sont  bloqués, utilisez la tige à l’extrémité de l’outil  de nettoyage pour les débloquer. •	 Si les trous demeurent bloqués, faites  dissoudre une pastille de nettoyage dans l’eau  chaude et faites tremper le panier-filtre et le  porte-filtre dans cette solution environ  20 minutes. Rincez correctement. NETTOYER L’ÉCRAN DIFFUSEUR •	 La tête d’infusion et l’écran diffuseur doivent  être essuyés avec un chiffon humide afin d’en  retirer les particules de mouture.  •	 Procédez régulièrement à une vidange de  la machine. Placez un panier-filtre et un porte- filtre vide dans la tête d’infusion. Pressez et  tenez la touche 1 TASSE et faites couler un  peu d’eau pour rincer les résidus de café. NETTOYER LE PLATEAU  D’ÉGOUTTEMENT ET LE TIROIR   DE RANGEMENT •	 Le plateau d’égouttement doit être retiré,  vidé et nettoyé à intervalles réguliers,  particulièrement lorsque l’indicateur de  niveau d’eau indique EMPTY ME!  (videz-moi). •	 Retirez la grille du plateau d’égouttement.  Soulevez le séparateur de café et jetez  la mouture. L’indicateur de niveau d’eau  EMPTY ME! se retire également en le  soulevant pour dégager les languettes  latérales. Lavez toutes les pièces dans l’eau  chaude savonneuse avec un chiffon doux.  Rincez et séchez soigneusement. •	 Le tiroir de rangement (logé derrière le  plateau d’égouttement) peut être retiré et  nettoyé à l’aide d’un chiffon doux et humide.  N’utilisez pas de nettoyants, chiffons  ou tampons abrasifs qui pourraient en  égratigner la surface). NOTE Toutes les pièces doivent être nettoyées à  l’eau tiède avec un détergent à vaisselle doux.  N’utilisez pas de nettoyants, tampons ou  chiffons abrasifs qui peuvent endommager la  surface. Ne mettez aucune pièce ou accessoire  dans le lave-vaisselle. NETTOYER LE BOÎTIER ET LE  CHAUFFE-TASSE Le boîtier et le chauffe-tasse peuvent être  nettoyés avec un chiffon doux et humide.  Polissez avec un chiffon doux et sec. N’utilisez  pas de nettoyants, tampons ou chiffons abrasifs  qui pourraient en égratigner la surface."
64,64,1,"et débranchez-la, 64 RANGEMENT DE LA MACHINE Avant de ranger la machine, assurez-vous que, cadran, de VAPEUR/EAU CHAUDE est en  position d’attente, STANDBY, Pressez alors  la touche MARCHE/ARRÊT pour éteindre la  machine, de café non","64 RANGEMENT DE LA MACHINE Avant de ranger la machine, assurez-vous que  le cadran de VAPEUR/EAU CHAUDE est en  position d’attente (STANDBY). Pressez alors  la touche MARCHE/ARRÊT pour éteindre la  machine et débranchez-la. Retirez les grains  de café non utilisés de la trémie, nettoyez le  moulin (voir page 62 et) videz le réservoir  d’eau et le plateau d’égouttement. Assurez-vous  que la machine est refroidie, propre et sèche.  Insérez tous les accessoires dans le tiroir de  rangement. Rangez à la verticale et ne mettez  aucun objet sur le dessus. ATTENTION Ne pas immerger le cordon d’alimentation,  la fiche ou l’appareil dans l’eau ou tout autre  liquide. UTILISER LA CLÉ ALLEN À la longue, le joint de silicone autour de  l’écran diffuseur aura besoin d’être remplacé  pour assurer un rendement optimal d’infusion. 1.	 Appuyez sur la touche MARCHE/ARRÊT  pour éteindre la machine et débranchez-la  de la prise murale. 2.	 Retirez délicatement le réservoir et le  plateau d’égouttement, en prenant un soin  particulier s’ils sont pleins. 3.	 À l’aide d’une petite broche, nettoyez le  centre de la vis de tout résidu de café. 4.	 Insérez l’extrémité la plus courte de la clé  Allen au centre de la vis. Tournez en sens  antihoraire pour desserrer la vis. Clean center of screw  before inserting Allen Key. 5.	 Une fois la vis desserrée, retirez et conservez  soigneusement la vis et l’écran diffuseur  en acier inoxydable. Prenez note du côté de  l’écran diffuseur qui est orienté vers le bas.  Cela facilitera le réassemblage. Lavez l’écran  diffuseur à l’eau chaude savonneuse, puis  rincez soigneusement.  6.	 Retirez le joint de silicone avec vos doigts  ou une pince à bec long. Insérez le nouveau  joint, côté plat en premier, pour que le côté  cannelé soit face à vous. 7.	 Réinsérez dans l’ordre l’écran diffuseur et  la vis. Avec vos doigts, faites 2-3 tours à la  vis, en sens horaire, puis insérez la clé Allen  pour resserrer jusqu’à ce que la vis soit  égale à l’écran diffuseur. Ne pas trop serrer  la vis. 8.	 Replacez le plateau d’égouttement et   le réservoir.  Contactez le Soutien aux consommateurs   de Breville ou visitez www.breville.com pour  le remplacement de joints de silicone ou pour  toute autre information.."
65,65,1,"STANDBY, •	 La machine, place, Guide de  dépannage PROBLÈME, POSSIBLES QUE FAIRE La machine ne se  réchauffe pas, Le voyant, VAPEUR/, EAU CHAUDE clignote  quand",65 Guide de  dépannage PROBLÈME CAUSES POSSIBLES QUE FAIRE La machine ne se  réchauffe pas.  Le voyant VAPEUR/ EAU CHAUDE clignote  quand la machine se  met en marche. •	 Le cadran VAPEUR/EAU  CHAUDE n’est pas en position  d’attente (STANDBY).  •	 Tournez le cadran de VAPEUR/ EAU CHAUDE en position d’attente  (STANDBY).   La machine commencera à se  réchauffer. L’eau ne s’écoule pas  de la tête d’infusion. Il n’y a pas d’eau chaude. •	 La machine n’a pas atteint la  température de fonctionnement. •	 Laissez à la machine le temps  d’atteindre la température de  fonctionnement. La touche  MARCHE/ARRÊT cessera de  clignoter et tous les voyants des  touches du panneau de commande  s’illumineront quand ce sera prêt. •	 Le réservoir est vide.  •	 Poussez le réservoir complètement  pour qu’il se verrouille en place. •	 Le réservoir n’est pas bien inséré  et verrouillé en place. •	 Tamp between 30–40lbs or   15–20kg of pressure. •	 La machine a besoin d’être  détartrée. •	 Voir ‘Détartrage’ en page 59. •	 Le café est moulu trop finement  et/ou il y a trop de café dans le  panier-filtre et/ou il est trop tassé  et/ou le panier-filtre est bloqué. •	 Voir le problème suivant ‘L’espresso  s’égoutte par les becs du porte-filtre  ou ne s’écoule pas du tout’.
